ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
10426301	0.1309445	3.53e-02	2.460768	-4.4868223	0.271375	Tcea1	transcription elongation factor A (SII) 1
10410452	0.1309804	3.54e-02	2.460496	-4.487265	0.2738675	Srd5a1	steroid 5 alpha-reductase 1
10421758	0.1309804	3.54e-02	2.460477	-4.487296	0.338675	Akap11	A kinase (PRKA) anchor protein 11
10522589	0.1310102	3.54e-02	-2.460278	-4.4876211	-0.3000075	Srd5a3	steroid 5 alpha-reductase 3
10561748	0.1310108	3.54e-02	-2.460212	-4.4877276	-0.192475	Catsperg1///Catsperg2	catsper channel auxiliary subunit gamma 1///catsper channel auxiliary subunit gamma 2
10575961	0.1310156	3.54e-02	2.460128	-4.4878654	0.404145	Usp10	ubiquitin specific peptidase 10
10536061	0.131094	3.54e-02	2.459705	-4.4885544	0.236225	2610021A01Rik///Zfp141	RIKEN cDNA 2610021A01 gene///zinc finger protein 141
10342434	0.1311769	3.54e-02	-2.459262	-4.4892759	-0.876225		
10479550	0.1312297	3.55e-02	-2.458957	-4.4897729	-0.2791825	Ppdpf	pancreatic progenitor cell differentiation and proliferation factor
10360580	0.1312577	3.55e-02	2.458766	-4.4900838	0.2436425	Tfb2m	transcription factor B2, mitochondrial
10576354	0.131379	3.55e-02	2.458148	-4.4910917	0.221035	Afg3l1	AFG3-like AAA ATPase 1
10442285	0.1314472	3.55e-02	-2.457773	-4.4917028	-0.21784		
10584835	0.131536	3.56e-02	-2.457304	-4.4924666	-0.2536375	Mpzl3	myelin protein zero-like 3
10498296	0.1316257	3.56e-02	2.456831	-4.4932371	0.236495	Commd2	COMM domain containing 2
10342488	0.1316384	3.56e-02	-2.45671	-4.493434	-0.627245		
10534921	0.1316532	3.56e-02	-2.45658	-4.4936459	-0.387205	Mepce	methylphosphate capping enzyme
10401630	0.1316774	3.56e-02	-2.456407	-4.4939284	-0.7014975	Acyp1	acylphosphatase 1, erythrocyte (common) type
10339047	0.1317065	3.56e-02	-2.456211	-4.4942464	-0.3567625		
10369264	0.1317749	3.56e-02	-2.455836	-4.494858	-0.199155	Oit3	oncoprotein induced transcript 3
10607862	0.1317905	3.56e-02	-2.455702	-4.4950758	-0.2439125		
10340812	0.1318143	3.57e-02	-2.455531	-4.4953549	-0.4201875		
10443730	0.1318489	3.57e-02	-2.455311	-4.4957137	-0.3528475	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1
10340345	0.1318647	3.57e-02	-2.455176	-4.4959334	-0.3365975		
10343411	0.1319401	3.57e-02	-2.45477	-4.496595	-0.4288975		
10457707	0.1320448	3.57e-02	-2.454229	-4.497475	-0.1989275	Dsc1	desmocollin 1
10342154	0.1320521	3.57e-02	-2.454078	-4.497722	-0.2807375		
10375322	0.1320521	3.57e-02	-2.454071	-4.497733	-0.3550275	4933415A04Rik	RIKEN cDNA 4933415A04 gene
10605034	0.1320542	3.57e-02	-2.453999	-4.4978499	-0.2728	Xlr4a///Xlr4c///Xlr4b	X-linked lymphocyte-regulated 4A///X-linked lymphocyte-regulated 4C///X-linked lymphocyte-regulated 4B
10576118	0.1320602	3.58e-02	-2.453879	-4.4980448	-0.323945	9330133O14Rik	RIKEN cDNA 9330133O14 gene
10382985	0.1320602	3.58e-02	-2.453846	-4.4980984	-0.3265375	Afmid	arylformamidase
10546088	0.1320646	3.58e-02	2.453706	-4.4983271	0.295855	H1fx	H1 histone family, member X
10535780	0.1320646	3.58e-02	-2.453701	-4.4983347	-0.26556	Flt3	FMS-like tyrosine kinase 3
10362511	0.132184	3.58e-02	-2.453034	-4.499422	-0.2836325	Gstm3	glutathione S-transferase, mu 3
10339551	0.132184	3.58e-02	-2.452965	-4.4995343	-0.65331		
10414778	0.132184	3.58e-02	-2.452907	-4.4996275	-0.4619775	Trav14d-3-dv8///Trav14n-2///Trav3n-3///Trav3-3	T cell receptor alpha variable 14D-3-DV8///T cell receptor alpha variable 14N-2///T cell receptor alpha variable 3N-3///T cell receptor alpha variable 3-3
10414885	0.132184	3.58e-02	-2.452907	-4.4996275	-0.4619775	Trav14d-3-dv8///Trav14n-2///Trav3n-3///Trav3-3	T cell receptor alpha variable 14D-3-DV8///T cell receptor alpha variable 14N-2///T cell receptor alpha variable 3N-3///T cell receptor alpha variable 3-3
10543680	0.1322001	3.58e-02	2.452763	-4.4998636	0.2288625	Mir182	microRNA 182
10340261	0.1322001	3.58e-02	-2.452709	-4.4999502	-0.59263		
10604984	0.1322154	3.58e-02	-2.452577	-4.5001653	-0.272325	Xlr4a///Xlr4c///Xlr4b	X-linked lymphocyte-regulated 4A///X-linked lymphocyte-regulated 4C///X-linked lymphocyte-regulated 4B
10488233	0.1322681	3.58e-02	-2.452275	-4.5006576	-0.2042825	Gm5535	predicted gene 5535
10450767	0.1322748	3.59e-02	-2.452182	-4.5008087	-0.3319575	H2-M10.1	histocompatibility 2, M region locus 10.1
10505064	0.1322961	3.59e-02	2.452023	-4.5010683	0.55218	Tmem38b	transmembrane protein 38B
10497944	0.1324781	3.59e-02	2.451133	-4.502517	0.306745	Mfsd8	major facilitator superfamily domain containing 8
10531420	0.1324844	3.59e-02	-2.450951	-4.5028138	-0.2088025	Cxcl11	chemokine (C-X-C motif) ligand 11
10340844	0.1324844	3.59e-02	-2.450949	-4.5028162	-0.55148		
10364583	0.1324844	3.59e-02	-2.450917	-4.5028689	-0.20016	Grin3b	glutamate receptor, ionotropic, NMDA3B
10340227	0.1326626	3.60e-02	-2.450046	-4.5042875	-0.32216		
10462231	0.1327029	3.60e-02	-2.449788	-4.5047063	-0.2994175	Dmrt2	doublesex and mab-3 related transcription factor 2
10538921	0.1327029	3.60e-02	-2.449738	-4.5047886	-0.513545	Igkv9-120///Igk-V1///Igk-V21///Igkv9-120///Zak///Igkv1-117///Igk-V1	immunoglobulin kappa chain variable 9-120///immunoglobulin kappa chain variable 1 (V1)///immunoglobulin kappa chain variable 21 (V21)///immunoglobulin kappa chain variable 9-120///sterile alpha motif and leucine zipper containing kinase AZK///immunoglobulin kappa variable 1-117///immunoglobulin kappa chain variable 1 (V1)
10338228	0.1327146	3.60e-02	-2.449548	-4.5050984	-0.3394125		
10543004	0.1327146	3.60e-02	-2.44954	-4.5051104	-0.438445	Pon2	paraoxonase 2
10391567	0.1327146	3.60e-02	2.449498	-4.5051793	0.3206225	Tmem101	transmembrane protein 101
10338776	0.1327183	3.60e-02	-2.449419	-4.5053082	-0.3803725		
10590343	0.1327196	3.60e-02	-2.449351	-4.5054191	-0.2085525	Trak1	trafficking protein, kinesin binding 1
10341811	0.1327295	3.60e-02	2.449243	-4.505594	0.3876425		
10341684	0.1328004	3.61e-02	-2.448741	-4.5064114	-0.500975		
10340682	0.1328004	3.61e-02	-2.448737	-4.5064182	-0.497435		
10582580	0.1328004	3.61e-02	-2.448735	-4.5064217	-0.489955	n-R5s136	nuclear encoded rRNA 5S 136
10344235	0.1328871	3.61e-02	2.448243	-4.5072216	0.3678525		
10338926	0.1328871	3.61e-02	-2.448217	-4.5072642	-0.3711575		
10586110	0.1329024	3.61e-02	2.448086	-4.5074781	0.1928575	Cln6	ceroid-lipofuscinosis, neuronal 6
10471298	0.13295	3.61e-02	-2.447803	-4.5079388	-0.3384825	Prrc2b	proline-rich coiled-coil 2B
10404612	0.13295	3.61e-02	-2.447746	-4.5080319	-0.268515	Rreb1	ras responsive element binding protein 1
10339542	0.132959	3.61e-02	-2.447643	-4.5081998	-0.6212675		
10519527	0.1330046	3.61e-02	2.447374	-4.5086376	0.2818975	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A
10586491	0.1330066	3.61e-02	2.447302	-4.5087535	0.3158675	Dapk2	death-associated protein kinase 2
10428370	0.133007	3.62e-02	-2.447208	-4.5089077	-0.3423025	Abra	actin-binding Rho activating protein
10423742	0.133007	3.62e-02	2.447176	-4.5089591	0.272035	Polr2k	polymerase (RNA) II (DNA directed) polypeptide K
10484685	0.1331038	3.62e-02	2.446676	-4.5097733	0.2210325	Olfr1135	olfactory receptor 1135
10579532	0.1331697	3.62e-02	2.446254	-4.5104596	0.5116175	Bst2	bone marrow stromal cell antigen 2
10410166	0.1331697	3.62e-02	-2.446193	-4.5105591	-0.20937	Cntnap3	contactin associated protein-like 3
10441359	0.1331697	3.62e-02	2.446191	-4.5105619	0.2336425		
10436024	0.1332464	3.62e-02	-2.445737	-4.511302	-0.259485	Gcsam	germinal center associated, signaling and motility
10347774	0.1332464	3.62e-02	2.445664	-4.5114198	0.32324	Mrpl44	mitochondrial ribosomal protein L44
10459296	0.1332464	3.62e-02	-2.445647	-4.5114471	-0.234215	Fbxo38	F-box protein 38
10452907	0.1332464	3.62e-02	-2.445596	-4.5115315	-0.22044	Fez2	fasciculation and elongation protein zeta 2 (zygin II)
10349968	0.1332687	3.63e-02	-2.445433	-4.5117965	-0.2718275	Chil1	chitinase-like 1
10358155	0.1333052	3.63e-02	-2.445206	-4.5121661	-0.2568725	Mroh3	maestro heat-like repeat family member 3
10342214	0.1333538	3.63e-02	-2.444832	-4.5127747	-0.4479425		
10338329	0.1333538	3.63e-02	-2.444829	-4.5127794	-0.6651925		
10488862	0.1333538	3.63e-02	-2.4448	-4.5128268	-0.2623825	Ggt7	gamma-glutamyltransferase 7
10560709	0.1333767	3.63e-02	2.444634	-4.513096	0.33105	Pvr	poliovirus receptor
10340666	0.1333817	3.63e-02	-2.444549	-4.5132342	-1.04563		
10544477	0.1334213	3.63e-02	-2.444309	-4.5136256	-0.2747875	Nobox	NOBOX oogenesis homeobox
10582879	0.1334614	3.63e-02	-2.444066	-4.5140213	-0.28172	LOC101055758///LOC100041903///Gm2666///Gm7609///Csprs	component of Sp100-rs-like///proteinase-activated receptor 1-like///predicted gene 2666///predicted pseudogene 7609///component of Sp100-rs
10340061	0.1334762	3.63e-02	-2.443936	-4.5142315	-0.6298375		
10408490	0.1334834	3.64e-02	-2.443794	-4.5144632	-0.24645	Exoc2	exocyst complex component 2
10511258	0.1334834	3.64e-02	2.443754	-4.5145286	0.25159	Fam132a	family with sequence similarity 132, member A
10421749	0.1334834	3.64e-02	2.443672	-4.5146623	0.3353425	Akap11	A kinase (PRKA) anchor protein 11
10603478	0.1334834	3.64e-02	-2.443656	-4.5146882	-0.4139775	Tbc1d25	TBC1 domain family, member 25
10374908	0.1334994	3.64e-02	2.443521	-4.5149071	0.2469925	Rtn4	reticulon 4
10499593	0.1335011	3.64e-02	-2.443452	-4.5150207	-0.2068475	Dcst1	DC-STAMP domain containing 1
10387295	0.1336572	3.64e-02	2.442686	-4.5162665	0.2026875	Cntrob	centrobin, centrosomal BRCA2 interacting protein
10565368	0.1337586	3.65e-02	2.442167	-4.51711	0.204405	Vmn2r70///Vmn2r73///Vmn2r68///Vmn2r67///Vmn2r75///Vmn2r74///Vmn2r69///Vmn2r71	vomeronasal 2, receptor 70///vomeronasal 2, receptor 73///vomeronasal 2, receptor 68///vomeronasal 2, receptor 67///vomeronasal 2, receptor 75///vomeronasal 2, receptor 74///vomeronasal 2, receptor 69///vomeronasal 2, receptor 71
10458906	0.1338033	3.65e-02	2.441904	-4.5175385	0.533385	Ppic	peptidylprolyl isomerase C
10400984	0.1338353	3.65e-02	-2.441698	-4.5178735	-0.27377	Tmem30b	transmembrane protein 30B
10343688	0.1338379	3.65e-02	-2.441616	-4.5180077	-0.376465		
10582985	0.1338379	3.65e-02	2.441562	-4.5180943	0.5701425	Casp1	caspase 1
10358124	0.1339012	3.65e-02	-2.441216	-4.5186586	-0.1723625	Pkp1	plakophilin 1
10511490	0.1339139	3.65e-02	-2.441067	-4.5188999	-0.3287525		
10403743	0.1339139	3.65e-02	2.441034	-4.5189535	0.3209375	Inhba///Inhba	inhibin beta-A///inhibin beta-A
10359377	0.133963	3.65e-02	-2.440736	-4.5194397	-0.286425	Zbtb37	zinc finger and BTB domain containing 37
10552299	0.133963	3.65e-02	2.440645	-4.5195869	0.2102875	Gm4884	predicted gene 4884
10439362	0.133963	3.66e-02	-2.440628	-4.5196153	-0.1879775	Stxbp5l	syntaxin binding protein 5-like
10354832	0.1340034	3.66e-02	2.440384	-4.5200117	0.29057	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3
10463551	0.1340291	3.66e-02	2.440207	-4.5203	0.1988275	Elovl3	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
10338774	0.1340361	3.66e-02	-2.440084	-4.520499	-0.418265		
10579262	0.1340361	3.66e-02	-2.440051	-4.520553	-0.28233	Crtc1	CREB regulated transcription coactivator 1
10552553	0.1341095	3.66e-02	-2.43966	-4.5211898	-0.3686425	Klk1b7-ps	kallikrein 1-related peptidase b7, pseudogene
10598569	0.1341126	3.66e-02	-2.439584	-4.5213133	-0.479895	Fthl17f	ferritin, heavy polypeptide-like 17, member F
10541629	0.134179	3.66e-02	-2.439224	-4.5218989	-0.3069075	Vmn2r23	vomeronasal 2, receptor 23
10416279	0.1342976	3.67e-02	-2.43863	-4.5228653	-0.25413	Lgi3	leucine-rich repeat LGI family, member 3
10375331	0.1345513	3.67e-02	-2.437432	-4.5248135	-0.256975	Il12b	interleukin 12b
10339109	0.1345594	3.68e-02	-2.437333	-4.5249736	-0.84101		
10476582	0.1346063	3.68e-02	2.437062	-4.5254151	0.2332175	Macrod2	MACRO domain containing 2
10343631	0.1346319	3.68e-02	2.436885	-4.5257022	0.36621		
10339258	0.134688	3.68e-02	2.436573	-4.526211	0.2904125		
10360070	0.1346947	3.68e-02	-2.436385	-4.5265162	-0.2653475	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide
10595768	0.1346947	3.68e-02	2.436367	-4.5265451	0.286835	Pls1	plastin 1 (I-isoform)
10342436	0.1346947	3.68e-02	2.436357	-4.5265623	0.3301725		
10502146	0.1347152	3.68e-02	2.436203	-4.5268115	0.29048	Gar1	GAR1 ribonucleoprotein
10385022	0.1348089	3.69e-02	-2.435612	-4.5277727	-0.2562975	Efcab9	EF-hand calcium binding domain 9
10508647	0.1348089	3.69e-02	-2.435592	-4.5278063	-0.23033		
10508649	0.1348089	3.69e-02	-2.435592	-4.5278063	-0.23033		
10461454	0.1348089	3.69e-02	-2.435537	-4.5278954	-0.3127	Tmem258	transmembrane protein 258
10338200	0.1349333	3.69e-02	-2.43492	-4.5288988	-0.46228		
10383200	0.1349848	3.69e-02	-2.434568	-4.5294701	-0.2593975		
10339002	0.1349848	3.69e-02	2.434566	-4.5294734	0.37115		
10563597	0.1350154	3.69e-02	2.434368	-4.529796	0.2044675	Saa3	serum amyloid A 3
10523856	0.1350189	3.69e-02	2.43429	-4.5299223	0.4574425	Btbd8	BTB (POZ) domain containing 8
10566767	0.135036	3.69e-02	2.434152	-4.5301465	0.252635	St5	suppression of tumorigenicity 5
10429460	0.1350737	3.70e-02	-2.433889	-4.5305746	-0.20249	7120482A17Rik	RIKEN cDNA 7120482A17 gene
10340568	0.1350737	3.70e-02	-2.43386	-4.5306212	-0.255425		
10465587	0.1351233	3.70e-02	-2.433577	-4.5310812	-0.51061	Fermt3	fermitin family member 3
10387907	0.135127	3.70e-02	-2.433499	-4.5312088	-0.244775	Pld2	phospholipase D2
10370072	0.1351271	3.70e-02	-2.433407	-4.5313589	-0.2490225	Prmt2	protein arginine N-methyltransferase 2
10475514	0.1351271	3.70e-02	2.433375	-4.5314104	0.208495	Spata5l1	spermatogenesis associated 5-like 1
10532275	0.1351367	3.70e-02	2.433243	-4.5316245	0.2465575	Smndc1	survival motor neuron domain containing 1
10458956	0.1351367	3.70e-02	-2.433134	-4.5318021	-0.224085		
10342132	0.1351367	3.70e-02	-2.433111	-4.5318391	-0.58084		
10560608	0.1351367	3.70e-02	-2.433085	-4.5318821	-0.1903475	Apoc4-apoc2///Apoc2	Apoc4-Apoc2 readthrough///apolipoprotein C-II
10417778	0.1351547	3.70e-02	2.432943	-4.5321131	0.234745	2700060E02Rik	RIKEN cDNA 2700060E02 gene
10602865	0.1351588	3.70e-02	-2.432863	-4.5322431	-0.297865	Map3k15	mitogen-activated protein kinase kinase kinase 15
10499470	0.1351689	3.70e-02	-2.432756	-4.5324165	-0.23629	Rusc1	RUN and SH3 domain containing 1
10513195	0.1351778	3.70e-02	2.432647	-4.5325935	0.20595	Txn1	thioredoxin 1
10429547	0.1351778	3.70e-02	2.432593	-4.5326822	0.213905	Cyp11b2	cytochrome P450, family 11, subfamily b, polypeptide 2
10605368	0.13535	3.71e-02	2.431765	-4.5340278	0.1856725		
10587284	0.135376	3.71e-02	-2.431542	-4.5343907	-0.210975	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)
10416657	0.135376	3.71e-02	-2.431526	-4.5344169	-0.305425	Elf1	E74-like factor 1
10343297	0.1354648	3.71e-02	-2.431069	-4.5351592	-0.68224		
10490984	0.1355556	3.72e-02	2.430604	-4.5359153	0.2510775		
10567452	0.1355673	3.72e-02	2.43049	-4.5361001	0.20781	Dnah3	dynein, axonemal, heavy chain 3
10583386	0.1356198	3.72e-02	2.430195	-4.536579	0.371815	Olfr835	olfactory receptor 835
10514466	0.1356242	3.72e-02	2.430114	-4.536711	0.571565	Jun	jun proto-oncogene
10456005	0.1356949	3.72e-02	-2.429738	-4.5373218	-0.3784775	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
10506332	0.1357566	3.72e-02	-2.429403	-4.5378664	-0.267665	Gm12794	predicted gene 12794
10340297	0.1357579	3.72e-02	-2.429336	-4.5379763	-0.39039		
10579307	0.1358032	3.73e-02	-2.429073	-4.5384033	-0.2079525	Kxd1	KxDL motif containing 1
10342492	0.1358219	3.73e-02	-2.428928	-4.5386385	-0.75711		
10340582	0.1358624	3.73e-02	-2.428687	-4.5390303	-0.5298325		
10476952	0.1358658	3.73e-02	-2.42861	-4.5391551	-0.2460175	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6
10489915	0.1359269	3.73e-02	-2.428278	-4.5396948	-0.1998025	Fam65c	family with sequence similarity 65, member C
10372488	0.1359793	3.73e-02	-2.427909	-4.5402948	-0.4883425	Tmem19	transmembrane protein 19
10388884	0.1359793	3.73e-02	-2.427882	-4.5403382	-0.35655	Nlk	nemo like kinase
10345913	0.1359793	3.73e-02	-2.427806	-4.5404628	-0.2164875	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2
10414548	0.1359793	3.73e-02	-2.427799	-4.5404733	-0.3278825	Rnase6	ribonuclease, RNase A family, 6
10552314	0.1359825	3.73e-02	2.427715	-4.5406104	0.2353	2610021A01Rik///Zfp141	RIKEN cDNA 2610021A01 gene///zinc finger protein 141
10563731	0.1359825	3.73e-02	-2.427662	-4.5406965	-0.219535		
10401586	0.1360347	3.74e-02	-2.427316	-4.541258	-0.2234225	Prox2	prospero homeobox 2
10339069	0.1360347	3.74e-02	-2.427264	-4.5413437	-0.4452325		
10392947	0.1360347	3.74e-02	2.427246	-4.5413724	0.175025	Sumo2	small ubiquitin-like modifier 2
10518455	0.1360413	3.74e-02	-2.427108	-4.5415965	-0.20946	Agtrap	angiotensin II, type I receptor-associated protein
10341299	0.1360413	3.74e-02	2.427093	-4.5416204	0.1867		
10343212	0.1360897	3.74e-02	2.426818	-4.5420684	0.2937875		
10575861	0.1361047	3.74e-02	-2.42669	-4.5422763	-0.2296	Hsbp1	heat shock factor binding protein 1
10339024	0.1361465	3.74e-02	-2.426443	-4.5426771	-0.86171		
10585444	0.1361504	3.74e-02	2.426364	-4.5428052	0.2563	Ireb2	iron responsive element binding protein 2
10604154	0.1361615	3.74e-02	-2.42621	-4.5430551	-0.3415775	Rhox9	reproductive homeobox 9
10340488	0.1361615	3.74e-02	-2.426185	-4.5430971	-0.3301275		
10338900	0.1361615	3.74e-02	-2.42613	-4.543185	-0.945		
10581538	0.1362076	3.75e-02	2.425865	-4.5436157	0.3734	Nqo1	NAD(P)H dehydrogenase, quinone 1
10353716	0.136241	3.75e-02	2.425656	-4.5439558	0.2003275		
10398459	0.1362516	3.75e-02	-2.425548	-4.5441317	-0.2866675	Ppp2r5c	protein phosphatase 2, regulatory subunit B', gamma
10339420	0.1363991	3.75e-02	-2.424835	-4.5452901	-0.3403625		
10429462	0.1364286	3.75e-02	-2.424643	-4.5456018	-0.2599375	Mroh4	maestro heat-like repeat family member 4
10551600	0.1365247	3.76e-02	2.424099	-4.5464854	0.2031	Hnrnpl	heterogeneous nuclear ribonucleoprotein L
10513082	0.1365247	3.76e-02	2.424096	-4.5464905	0.2773525	Tmem245	transmembrane protein 245
10350753	0.1365523	3.76e-02	-2.423913	-4.5467879	-0.2847175	Glul	glutamate-ammonia ligase (glutamine synthetase)
10338651	0.1365528	3.76e-02	-2.423801	-4.5469693	-0.2414475		
10339172	0.1365528	3.76e-02	-2.423787	-4.5469918	-0.718355		
10545804	0.1366233	3.76e-02	-2.423415	-4.5475967	-0.24131	Gm5878	predicted gene 5878
10459452	0.136664	3.76e-02	-2.423165	-4.5480024	-0.212045	A330084C13Rik	RIKEN cDNA A330084C13 gene
10602840	0.136664	3.76e-02	-2.423113	-4.5480873	-0.363775	Sh3kbp1	SH3-domain kinase binding protein 1
10511975	0.1366671	3.76e-02	2.423038	-4.5482095	0.3231575	Slc35a1///Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1///solute carrier family 35 (CMP-sialic acid transporter), member 1
10603814	0.1366852	3.76e-02	2.422828	-4.5485498	0.3626725	Slc9a7	solute carrier family 9 (sodium/hydrogen exchanger), member 7
10421394	0.1366852	3.76e-02	-2.422788	-4.5486148	-0.2251525	Fam160b2	family with sequence similarity 160, member B2
10562461	0.1366852	3.77e-02	2.422773	-4.5486388	0.6765375	Faap24	Fanconi anemia core complex associated protein 24
10504466	0.1366902	3.77e-02	-2.42269	-4.5487745	-0.308215	Gm12504	prothymosin alpha pseudogene
10529206	0.1367906	3.77e-02	-2.422165	-4.5496263	-0.21277	Fndc4	fibronectin type III domain containing 4
10341753	0.1367906	3.77e-02	-2.422125	-4.5496922	-0.432775		
10347058	0.1369638	3.77e-02	2.421301	-4.5510297	0.29875		
10600210	0.1370589	3.78e-02	-2.420752	-4.5519212	-0.2240375	Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
10403034	0.1370589	3.78e-02	-2.420743	-4.5519368	-0.2759	Igha///Igh-VJ558	immunoglobulin heavy constant alpha///immunoglobulin heavy chain (J558 family)
10416290	0.1370589	3.78e-02	2.420699	-4.5520071	0.3801675	Reep4	receptor accessory protein 4
10411126	0.1370747	3.78e-02	-2.420568	-4.5522199	-0.25472	Jmy	junction-mediating and regulatory protein
10427849	0.1370886	3.78e-02	2.420412	-4.5524733	0.34377	6030458C11Rik	RIKEN cDNA 6030458C11 gene
10344526	0.1370886	3.78e-02	2.420327	-4.5526112	0.2272875		
10342621	0.1370886	3.78e-02	-2.420232	-4.5527668	-0.6058625		
10489364	0.1370886	3.78e-02	-2.420208	-4.5528055	-0.189685	Oser1	oxidative stress responsive serine rich 1
10339122	0.1370886	3.78e-02	2.4202	-4.5528181	0.4203875		
10460253	0.1370924	3.78e-02	-2.420122	-4.5529448	-0.2285125	Aldh3b2///Aldh3b3	aldehyde dehydrogenase 3 family, member B2///aldehyde dehydrogenase 3 family, member B3
10601152	0.1371141	3.78e-02	-2.419966	-4.5531986	-0.213345	Nlgn3	neuroligin 3
10342777	0.1371538	3.78e-02	-2.41973	-4.5535819	-0.58414		
10428615	0.1371583	3.78e-02	2.419649	-4.5537135	0.171595		
10400413	0.1371898	3.79e-02	2.419407	-4.5541055	0.296125	Ralgapa1	Ral GTPase activating protein, alpha subunit 1
10551716	0.1371898	3.79e-02	-2.419388	-4.554137	-0.1966575	Ggn	gametogenetin
10593789	0.1372695	3.79e-02	2.418961	-4.5548292	0.2434	Etfa	electron transferring flavoprotein, alpha polypeptide
10343847	0.1372695	3.79e-02	-2.418915	-4.5549044	-0.6267275		
10582262	0.1373681	3.79e-02	2.418421	-4.5557063	0.241155	Klhdc4	kelch domain containing 4
10427693	0.1374743	3.80e-02	2.417895	-4.556561	0.32582	Spef2	sperm flagellar 2
10341898	0.1374983	3.80e-02	-2.417728	-4.5568312	-0.411835		
10463643	0.1375054	3.80e-02	2.417636	-4.5569813	0.556325		
10508368	0.1375105	3.80e-02	-2.417552	-4.557117	-0.227305	A3galt2	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)
10493108	0.1375662	3.80e-02	2.417247	-4.5576127	0.8578875	Crabp2	cellular retinoic acid binding protein II
10477986	0.1376327	3.80e-02	-2.416862	-4.5582378	-0.2286	Nnat	neuronatin
10596583	0.1376327	3.80e-02	2.416833	-4.5582843	0.2212625	Dock3	dedicator of cyto-kinesis 3
10526410	0.1376578	3.80e-02	-2.416662	-4.5585619	-0.23896	Hspb1	heat shock protein 1
10545651	0.1376634	3.80e-02	-2.416577	-4.5587012	-0.1892875	Ino80b	INO80 complex subunit B
10496822	0.1376677	3.80e-02	-2.416496	-4.5588316	-0.2762		
10466925	0.1377145	3.81e-02	2.416145	-4.5594015	0.31564	Ak3	adenylate kinase 3
10600588	0.1377145	3.81e-02	2.416129	-4.5594276	0.23406		
10458340	0.1377145	3.81e-02	2.416108	-4.5594618	0.2957825	Hbegf	heparin-binding EGF-like growth factor
10498485	0.1377467	3.81e-02	2.415906	-4.5597901	0.3193525	Slc33a1	solute carrier family 33 (acetyl-CoA transporter), member 1
10477644	0.1377938	3.81e-02	-2.415639	-4.5602235	-0.2684125	Trp53inp2	transformation related protein 53 inducible nuclear protein 2
10340675	0.1378229	3.81e-02	-2.41545	-4.5605293	-0.296905		
10552258	0.1378357	3.81e-02	-2.415333	-4.5607197	-0.5902725		
10437813	0.1378446	3.81e-02	-2.415233	-4.5608823	-0.20689		
10521725	0.1378655	3.81e-02	2.415081	-4.5611298	0.3259175	Med28	mediator complex subunit 28
10462603	0.138089	3.82e-02	-2.414044	-4.5628121	-0.2399525	Fas	Fas (TNF receptor superfamily member 6)
10342709	0.1381332	3.82e-02	-2.41379	-4.5632245	-0.286375		
10592217	0.1381446	3.82e-02	2.413679	-4.5634044	0.19325	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
10373009	0.1381854	3.82e-02	2.41341	-4.5638416	0.4623925	Tsfm	Ts translation elongation factor, mitochondrial
10504316	0.1381854	3.82e-02	-2.413379	-4.5638915	-0.24702	Tesk1	testis specific protein kinase 1
10364091	0.1382301	3.83e-02	2.413123	-4.5643069	0.4466		
10587655	0.1382336	3.83e-02	-2.413046	-4.5644313	-0.5254175	Zfp949	zinc finger protein 949
10344209	0.1383496	3.83e-02	-2.41248	-4.5653499	-0.40025		
10607493	0.1383549	3.83e-02	2.412396	-4.5654869	0.2413925		
10431912	0.1383795	3.83e-02	-2.412212	-4.5657859	-0.2931125		
10570011	0.1383795	3.83e-02	-2.412166	-4.5658593	-0.2619675		
10394144	0.1384848	3.84e-02	-2.411647	-4.5667016	-0.2509275	Rab10os	RAB10, member RAS oncogene family, opposite strand
10402336	0.1385836	3.84e-02	2.411157	-4.5674975	0.25635	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
10583416	0.1386485	3.84e-02	2.410813	-4.5680548	0.2138725		
10585395	0.1387709	3.84e-02	2.410221	-4.5690159	0.8941975	Siva1	SIVA1, apoptosis-inducing factor
10338612	0.1388333	3.85e-02	-2.409889	-4.5695546	-1.04968		
10552526	0.1389135	3.85e-02	-2.40948	-4.570218	-0.235105	Klk5	kallikrein related-peptidase 5
10546695	0.1389504	3.85e-02	-2.409259	-4.5705764	-0.270375	Prok2	prokineticin 2
10410273	0.1389617	3.85e-02	2.409149	-4.570755	0.380865	Zfp708	zinc finger protein 708
